Date,S&P500,My portfolio
2023-03-24,0.0,0.0
2023-03-27,0.18698525662479426,-1.493396610130826
2023-03-28,-0.03790241688339524,-1.903260675629237
2023-03-29,1.4150470326358189,-0.021384212112951495
2023-03-30,2.008851563809144,1.2403172013396135
2023-03-31,3.4466244005824764,2.755087057320793
2023-04-03,3.8408095361698757,2.3737352746396656
2023-04-04,3.264700622538408,2.3559041316162377
2023-04-05,2.9943144027776203,1.3436851928148918
2023-04-06,3.3960800217416764,3.9312845211093794
2023-04-10,3.5022067890152053,3.143599809494124
2023-04-11,3.530009717725946,0.8054939221134649
2023-04-12,3.108021653427806,1.0407312216186515
2023-04-13,4.477577962807278,3.303981400341316
2023-04-14,4.222360532796099,1.9852444549915749
2023-04-17,4.596338869041938,2.9332997911914127
2023-04-18,4.664555396435799,2.7800353047858994
2023-04-19,4.646867601890214,2.808558553865792
2023-04-20,4.075812343843199,1.9745304164098254
2023-04-21,4.156663010198192,1.849800145346836
2023-04-24,4.265332251256471,0.42769520852183884
2023-04-25,2.610236578359104,-1.8355549702008256
2023-04-26,2.1756065521035595,5.274969713924205
2023-04-27,4.209734216831218,8.64666778595653
2023-04-28,5.099177599695071,9.512761275319326
2023-05-01,4.993050832421542,8.906864299189476
2023-05-02,3.8130066074590685,8.853403768907086
2023-05-03,3.1004489930473556,8.49341426581367
2023-05-04,2.3701801151012836,8.853403768907086
2023-05-05,4.265332251256471,10.72102409101474
2023-05-08,4.293111710978459,10.00819508805748
2023-05-09,3.835755880585401,9.42010732242582
2023-05-10,4.320914639689222,11.31267589199858
2023-05-11,4.13898303864888,10.528566181998112
2023-05-12,4.002526514872362,10.122244219326614
2023-05-15,4.36133606136857,10.29689291784508
2023-05-16,3.6639315907139647,11.109525876925442
2023-05-17,4.922307477235455,12.159677118136392
2023-05-18,5.933046417122445,13.774207065190168
2023-05-19,5.778902098800343,13.709900901174588
2023-05-22,5.8218581712681905,14.724345991288201
2023-05-23,4.634233462929038,12.609743502407177
2023-05-24,3.876185125260978,12.106095958965145
2023-05-25,4.775743642290009,16.417449210028856
2023-05-26,6.132665812708371,18.90713077937123
2023-05-30,6.17308723438772,18.307023989905822
2023-05-31,5.584336358798869,17.29973986928439
2023-06-01,6.587494815309181,18.796371526888713
2023-06-02,8.128875414560088,19.803677580035405
2023-06-05,7.9216677126012325,19.996574139556934
2023-06-06,8.1566705202746,19.189292716636096
2023-06-07,7.78268436103251,15.510177404520364
2023-06-08,8.434621577419566,16.18170746244307
2023-06-09,8.629195140417313,16.728222126474602
2023-06-12,9.614657979385788,18.535637666787295
2023-06-13,10.337338550958908,19.407192354935844
2023-06-14,10.46872577315845,20.496646681384156
2023-06-15,11.838282082537921,24.3400695063658
2023-06-16,11.457341279620014,22.279048176656026
2023-06-20,10.879073219020574,20.750252470781284
2023-06-21,10.31095940756761,19.1464255960466
2023-06-22,10.709157740236774,21.34319829075453
2023-06-23,9.872191016290133,19.667937181299934
2023-06-26,9.423284021858702,17.374749105619113
2023-06-27,10.622917029458122,19.507204670048807
2023-06-28,10.67871846178614,19.964421057549142
2023-06-29,11.114952202275141,19.678651219881637
2023-06-30,12.42618807453062,21.639671200741127
2023-07-03,12.555525671709834,20.72881342735522
2023-07-05,12.38813702071826,20.78596958814125
2023-07-06,11.508065587374805,21.900426993367784
2023-07-07,11.226547243934949,20.45377956079466
2023-07-10,11.508065587374805,18.528476697295137
2023-07-11,12.218205895941958,18.75710134043924
2023-07-12,13.12110483237432,20.44662955756509
2023-07-13,14.018934467229727,22.39692453358022
2023-07-14,13.947925130170757,23.318496345547835
2023-07-17,14.34357316605892,23.493517896995453
2023-07-18,15.19320532095174,28.408531006614112
2023-07-19,15.449377156506738,26.833304144797676
2023-07-20,14.683427592615317,23.90072812693933
2023-07-21,14.683427592615317,22.79340975867974
2023-07-24,15.19574779473649,23.27205422334353
2023-07-25,15.510247890411733,25.368803636675906
2023-07-26,15.527998268927412,20.65024015566832
2023-07-27,14.76204870503599,18.131991472195573
2023-07-28,15.885603073999466,20.86455382609069
2023-07-31,16.10625850653058,19.98942413632736
2023-08-01,15.774008032339658,20.13944260899676
2023-08-02,14.163503438128643,16.981827915871726
2023-08-03,13.8363222655147,16.68178000427034
2023-08-04,13.321475235601298,17.081840230984668
2023-08-07,14.31060705981606,17.91410280015848
2023-08-08,13.813502585422066,16.463891332233203
2023-08-09,13.052630146103873,15.099414105486986
2023-08-10,13.09321585070471,15.349433927006672
2023-08-11,13.027267992226466,14.663625795150082
2023-08-14,13.651175413011195,15.745941084631433
2023-08-15,12.327266286813266,14.967226775840992
2023-08-16,11.502996285797828,14.688036695746698
2023-08-17,10.653356307908734,13.428056985525805
2023-08-18,10.706615266452024,13.284870494469935
2023-08-21,11.42690200116936,15.217816843017019
2023-08-22,11.125082982432822,15.425419160714693
2023-08-23,12.362774866840853,17.050531551198734
2023-08-24,10.805521408176876,14.534125199846471
2023-08-25,11.5866866997955,15.61156050246102
2023-08-28,12.294300180570406,15.86928960660401
2023-08-29,13.917485851720123,17.55524282211509
2023-08-30,14.386693521448235,17.691268343678757
2023-08-31,14.219297047460412,17.322582594326065
2023-09-01,14.43234070462982,17.644727525110838
2023-09-05,13.937770881024303,19.395107533526335
2023-09-06,13.171829140129132,19.155297302507755
2023-09-07,12.824362938211031,18.09217297261494
2023-09-08,12.994294062987354,19.652836637669324
2023-09-11,13.73741612378987,20.966529102212927
2023-09-12,13.113500880008866,18.757956708923707
2023-09-13,13.24538877396908,20.293584396412
2023-09-14,14.221831698248888,21.238569179077672
2023-09-15,12.845657134032805,18.203129617824665
2023-09-18,12.911824036406362,17.787903049904074
2023-09-19,12.677673935325418,17.641141557233418
2023-09-20,11.641791885456332,14.820487215695533
2023-09-21,9.796534819452308,14.376627736068826
2023-09-22,9.54964888045884,13.474586837831026
2023-09-25,10.010321661266474,13.66430318119216
2023-09-26,8.394137571770145,11.73135683264508
2023-09-27,8.437398741092172,11.964017060434085
2023-09-28,9.066062543603447,12.268286983144971
2023-09-29,8.801363642124226,13.023566388712116
2023-10-02,8.758094649805948,15.189172965048204
2023-10-03,7.302250691670253,12.17879131388655
2023-10-04,8.083627204187916,14.172589453723283
2023-10-05,8.042900685654363,14.31576497851652
2023-10-06,9.325668674516919,17.14360222207183
2023-10-09,10.0255921499675,18.059954093031383
2023-10-10,10.598258945244243,17.54809281888545
2023-10-11,11.051304304697629,18.99063886923791
2023-10-12,10.374286562298574,18.53961842011902
2023-10-13,9.824517677077104,17.31184662321903
2023-10-16,10.980044631758346,19.069387601126706
2023-10-17,10.974944038196321,18.861763350903793
2023-10-18,9.496194347009101,18.163760735011515
2023-10-19,8.534114443864048,18.596884243531253
2023-10-20,7.200442218332692,16.932413936496737
2023-10-23,7.014646057139551,17.880984687039824
2023-10-24,7.821470776493467,18.314108195559587
2023-10-25,6.27399606315544,21.943754696987327
2023-10-26,5.001405792428137,17.369112446631284
2023-10-27,4.525462522919499,18.056379091416595
2023-10-30,5.775139237599025,20.741018877653428
2023-10-31,6.439436788078079,21.027380893502535
2023-11-01,7.574592660496271,23.87669007927178
2023-11-02,9.636186865095464,24.68208530502163
2023-11-03,10.636442989993045,26.285703820766493
2023-11-06,10.890956350340764,27.620868227524053
2023-11-07,11.206551665492515,29.052689273032172
2023-11-08,11.288004702559595,30.008420993067418
2023-11-09,10.420098028401625,29.109955096444406
2023-11-10,12.143183361801292,32.324375029951554
2023-11-13,12.036282117897933,31.25408973056656
2023-11-14,14.209878159962486,32.539138317141436
2023-11-15,14.451655682397657,32.59294976782774
2023-11-16,14.591648200484041,34.92436623500896
2023-11-17,14.734183192355177,32.65750815588364
2023-11-20,15.617352532217875,35.37988285180287
2023-11-21,15.36538164565493,33.81245300271072
2023-11-22,15.810783937761542,35.52694043356433
2023-11-24,15.882051433697097,35.37628591766286
2023-11-27,15.673349539452431,35.799528823560166
2023-11-28,15.787878204710015,37.2665406058224
2023-11-29,15.706432990639208,35.88561398514312
2023-11-30,16.16202082387732,35.90714075867017
2023-12-01,16.849224107407878,34.328953005945785
2023-12-04,16.235838616593878,32.40284960527484
2023-12-05,16.21293288354235,33.6151699381404
2023-12-06,15.744617035387964,32.28088283239261
2023-12-07,16.62779419824694,33.05205235249908
2023-12-08,17.1291934975881,34.22852397285321
2023-12-11,17.58478133082624,33.17758316073347
2023-12-12,18.12181437813516,34.28232445727688
2023-12-13,19.750726482547766,34.27872752313685
2023-12-14,20.135054642846594,31.251479760062505
2023-12-15,19.937250182393164,32.97315009293354
2023-12-18,20.61190537992146,33.66179848680921
2023-12-19,21.34533474835689,33.8806083249066
2023-12-20,19.663812994090655,32.933682513756835
2023-12-21,20.798460371751904,33.981037357999156
2023-12-22,21.04122359171594,34.35405478108755
2023-12-26,21.552323406420438,34.38275349036941
2023-12-27,21.77210266337033,34.17113752055207
2023-12-28,21.818101881383622,34.60512736381898
2023-12-29,21.465441209948377,34.877726720077426
2024-01-02,20.785677595861785,33.0233536432172
2024-01-03,19.79926035134949,32.926510578002045
2024-01-04,19.413375414794775,31.972423797360072
2024-01-05,19.576930797618573,31.904279441426773
2024-01-08,21.284002457672457,34.39351139400164
2024-01-09,21.100005585619286,34.78806655687969
2024-01-10,21.784877616264154,37.291631414701556
2024-01-11,21.731211861915313,37.95878593383806
2024-01-12,21.81554376160635,39.33611562037731
2024-01-16,21.36832653436724,39.98173239972416
2024-01-17,20.6936791598352,39.6947891719561
2024-01-18,21.766986423815805,41.272976924680485
2024-01-19,23.284952795258242,42.99464725755151
2024-01-22,23.545622853663172,42.21989176956762
2024-01-23,23.905942238437696,43.077135484994436
2024-01-24,24.04138959569657,44.389895817215155
2024-01-25,24.71603697022864,45.21845178962274
2024-01-26,24.557597826959388,44.88129404530839
2024-01-29,25.54401507147166,46.95804099561818
2024-01-30,25.44691604188305,46.552738895370524
2024-01-31,23.399958663287745,42.60367806255088
2024-02-01,25.015031887315065,44.82749356088471
2024-02-02,26.331110194255956,47.49606777238029
2024-02-05,25.871118014123006,45.49822308163603
2024-02-06,26.23656146144835,45.440825663072324
2024-02-07,27.289427236199558,48.51111600693814
2024-02-08,27.345643287329402,48.53264278046518
2024-02-09,28.08163077554211,50.84253247411936
2024-02-12,28.025406901415995,48.94512778273028
2024-02-13,26.262111367235995,45.73853776073524
2024-02-14,27.409533697791066,47.14715419453515
2024-02-15,28.288627256601927,46.09428332019392
2024-02-16,27.64975444397035,45.19592708619713
2024-02-20,26.946991220877116,44.7395660671813
2024-02-21,27.061981442914075,44.52036144362952
2024-02-22,29.69159558301111,47.92333529665991
2024-02-23,29.781035899260424,47.4525975073466
2024-02-26,29.305710646456372,46.44644291177524
2024-02-27,29.54593139263566,46.42488323946032
2024-02-28,29.374717296472564,46.51112192872
2024-02-29,29.839810070167516,48.638434315979964
2024-03-01,31.058781524523525,49.3068060902675
2024-03-04,30.918233573702647,49.09839226913579
2024-03-05,29.60981398010103,44.68925285427143
2024-03-06,30.266577985180977,44.48802193515715
2024-03-07,31.5596566831152,47.02139309478568
2024-03-08,30.770011263549925,45.97210818832187
2024-03-11,30.657571338293966,45.361221562698994
2024-03-12,32.06309778448044,49.22775030302524
2024-03-13,31.856101303420626,49.16307128608051
2024-03-14,31.59543906801194,52.7996155666975
2024-03-15,30.69182823891985,49.637406009533834
2024-03-18,31.46855006866234,49.96081206052017
2024-03-19,32.199139689455116,51.43052154338741
2024-03-20,33.421889651005074,52.803212500837525
2024-03-21,33.862809366254254,54.290884721879664
2024-03-22,33.60903136755506,54.064497196310455
